Timestamp,Primary 10-meter Scalar Wind Speed (m/s),Primary 10-meter Scalar Wind Direction (degrees),Primary 10-meter Wind Direction Standard Deviation (degrees),Primary 10-meter Vertical Wind Speed (m/s),Primary 10-meter Vertical Wind Speed Standard Deviation(m/s),Primary 2 m Temperature (C),Primary 10 m Temperature (C),Primary 10-2 m Temperature Difference (C),Primary Relative Humidity (%),Primary Total Solar Radiation,Primary Barometric Pressure (mb),junk
2/19/2019 0:00,7.625,284.7,3.112,1.046,0.23,-15.974,-16.022,-0.048,87.9,0,745.9,AF
2/19/2019 1:00,8.62,283.9,3.061,1.181,0.254,-15.654,-15.663,-0.009,88.3,0,746.7,AF
2/19/2019 2:00,10.4,283.7,3.114,1.442,0.315,-15.13,-15.149,-0.019,88.7,0,747.6,AF
2/19/2019 3:00,11.18,288.9,3.45,1.604,0.331,-15.002,-15.021,-0.019,88.9,0,748.6,AF
2/19/2019 4:00,9.8,300.4,3.294,1.401,0.277,-14.336,-14.328,0.008,89.6,0,749.7,AF
2/19/2019 5:00,9.64,298.6,3.725,1.377,0.285,-13.965,-13.981,-0.016,89.9,0,751.1,AF
2/19/2019 6:00,10.06,322.1,4.388,1.311,0.328,-13.927,-13.956,-0.029,89.6,0,752.4,AF
2/19/2019 7:00,11.1,313.1,3.685,1.519,0.339,-14.899,-14.88,0.019,88.8,0,754.1,AF
2/19/2019 8:00,11.42,301.5,3.82,1.624,0.337,-14.976,-14.803,0.173,89.1,0,755.6,AF
2/19/2019 9:00,13.56,300,3.684,2.033,0.411,-14.311,-14.212,0.099,89.7,0.215,756.8,AF
2/19/2019 10:00,13.64,293.8,3.698,2.112,0.427,-15.999,-16.125,-0.126,87.3,4.992,758.4,AF
2/19/2019 11:00,12.74,286.4,3.99,1.897,0.434,-18.43,-18.627,-0.197,85.5,22.316,760,AF
2/19/2019 12:00,14.22,285.3,3.72,2.205,0.462,-19.735,-19.987,-0.252,84.4,55.156,761.3,AF
2/19/2019 13:00,12.58,282,4.111,1.905,0.408,-20.976,-21.219,-0.243,83.1,92.56,762.7,AF
2/19/2019 14:00,12.53,283.1,3.67,1.914,0.373,-21.91,-21.925,-0.015,82.4,145.695,763.6,AF
2/19/2019 15:00,11.09,280.2,4.218,1.656,0.357,-22.37,-22.207,0.163,82.1,142.296,764.4,AF
2/19/2019 16:00,10.5,272.2,5.315,1.459,0.298,-22.716,-22.528,0.188,81.6,100.217,765.2,AF
2/19/2019 17:00,9.79,269.5,6.359,1.352,0.315,-23.24,-23.042,0.198,81.5,41.017,765.8,AF
2/19/2019 18:00,8.16,256.8,7.841,1.022,0.389,-23.394,-23.093,0.301,81.6,9.351,766.3,AF
2/19/2019 19:00,6.18,253,8.22,0.694,0.262,-23.765,-23.247,0.518,81.4,0.215,766.9,AF
2/19/2019 20:00,5.325,254,6.68,0.582,0.156,-24.52,-23.478,1.042,80.4,0,767.1,AF
2/19/2019 21:00,4.726,236.7,9.26,0.436,0.164,-24.532,-23.35,1.182,81.4,-0.102,767.1,AF
2/19/2019 22:00,4.766,197.1,11.18,0.402,0.186,-25.006,-23.17,1.836,80.4,0,766.8,AF
2/19/2019 23:00,4.498,201.4,5.231,0.45,0.137,-24.712,-22.233,2.479,81.2,-0.102,766.7,AF
2/20/2019 0:00,4.073,194.3,7.722,0.423,0.183,-24.571,-22.002,2.569,81.5,-0.102,766.6,AF
2/20/2019 1:00,2.701,185.3,6.019,0.203,0.188,-24.507,-22.053,2.454,82,0,766.6,AF
2/20/2019 2:00,1.754,165.9,9.33,0.115,0.12,-25.21,-22.746,2.464,80.8,0.102,766.5,AF
2/20/2019 3:00,2.215,161,5.82,0.093,0.11,-25.505,-23.054,2.451,80.8,0.102,766.1,AF
2/20/2019 4:00,1.844,143.9,4.986,0.078,0.038,-25.594,-22.939,2.655,80.9,0.102,765.7,AF
2/20/2019 5:00,3.044,150.1,5.543,0.083,0.072,-25.057,-21.81,3.247,80.8,0.215,765.4,AF
2/20/2019 6:00,4.604,153.7,3.908,0.189,0.216,-25.441,-22.272,3.169,80.8,0.102,764.8,AF
2/20/2019 7:00,4.469,179.6,3.175,0.379,0.177,-23.573,-19.615,3.958,83.1,0.102,764.2,AF
2/20/2019 8:00,3.191,191.2,11.78,0.336,0.164,-23.279,-19.461,3.818,81.5,-0.102,763.7,AF
2/20/2019 9:00,4.066,184.3,7.062,0.331,0.166,-22.537,-17.908,4.629,82.8,0.429,763.1,AF
2/20/2019 10:00,4.577,182.6,3.804,0.45,0.143,-22.012,-18.062,3.95,81.7,14.772,762.3,AF
2/20/2019 11:00,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,AF
2/20/2019 12:00,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,AF
2/20/2019 13:00,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,AF
2/20/2019 14:00,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,AF
2/20/2019 15:00,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,AF
2/20/2019 16:00,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,AF
2/20/2019 17:00,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,AF
2/20/2019 18:00,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,BL,AF
2/20/2019 19:00,2.035,126,6.149,0.139,0.117,-22.13,-18.12,4.014,81.6,0.211,758.5,AF
2/20/2019 20:00,3.124,149.6,5.382,0.005,0.093,-22.7,-18.68,4.026,82,0.135,758.2,AF
2/20/2019 21:00,1.089,280.9,30.29,0.133,0.105,-23.36,-20.55,2.806,80.9,-0.185,758,AF
2/20/2019 22:00,0.786,306.7,12.52,0.09,0.059,-23.81,-22.25,1.558,81.6,-0.147,757.8,AF
2/20/2019 23:00,0.818,339.4,37.2,0.075,0.039,-24.37,-21.41,2.957,80.5,-0.149,757.6,AF
2/21/2019 0:00,1.516,293.3,11.64,0.155,0.11,-25.82,-23.31,2.503,80.1,-0.111,757.6,AF
2/21/2019 1:00,0.589,9.19,28.41,0.084,0.086,-24.72,-22.94,1.777,81.6,-0.055,757.5,AF
2/21/2019 2:00,0.779,315.7,31.86,0.093,0.072,-25.52,-24,1.512,80.4,-0.225,757.6,AF
2/21/2019 3:00,0.799,185,27.93,0.088,0.086,-26.06,-24.29,1.766,80.6,-0.008,757.6,AF
2/21/2019 4:00,1.169,236.6,22.16,0.145,0.112,-26.13,-23.52,2.616,80.1,-0.021,757.4,AF
2/21/2019 5:00,1.295,288.6,19.46,0.122,0.095,-26.16,-23.47,2.695,80.3,-0.046,757.3,AF
2/21/2019 6:00,0.939,281.2,19.21,0.106,0.081,-26.51,-24.42,2.085,80,-0.09,757.5,AF
2/21/2019 7:00,2.085,340.2,19.78,0.116,0.097,-27.82,-25.98,1.848,79.36,-0.155,757.7,AF
2/21/2019 8:00,2.204,23.19,5.307,0.068,0.103,-27.69,-26.23,1.462,79.78,0.023,758,AF
2/21/2019 9:00,2.06,61.93,14.04,0.093,0.089,-28.58,-27.82,0.764,78.74,0.447,758.1,AF
2/21/2019 10:00,1.757,70.49,25.54,0.078,0.084,-29.28,-28.05,1.235,77.99,12.14,758.5,AF
2/21/2019 11:00,0.809,42.96,10.91,0.07,0.044,-28.54,-27.53,1.009,78.1,53.09,759,AF
2/21/2019 12:00,1.182,57.55,41.68,0.087,0.078,-26.16,-24.92,1.244,76.13,127,759.2,AF
2/21/2019 13:00,1.815,15.77,9.81,0.073,0.062,-26.81,-25.22,1.581,77.43,134.6,759.5,AF
2/21/2019 14:00,3.421,40.42,4.579,0.218,0.16,-24.06,-23.29,0.768,82.4,101.9,759.9,AF
2/21/2019 15:00,2.94,57.01,7.715,0.166,0.134,-21.47,-21.31,0.161,82.8,76.95,760.2,AF
